ubuntu,ap-northeast-1,ami-7386a11d
ubuntu,ap-southeast-1,ami-9e7dbafd
ubuntu,ap-southeast-2,ami-187a247b
ubuntu,cn-north-1,ami-4264f87b
ubuntu,eu-central-1,ami-bdc9dad1
ubuntu,eu-west-1,ami-cd0fd6be
ubuntu,sa-east-1,ami-5040fb3c
ubuntu,us-east-1,ami-bb156ad1
ubuntu,us-gov-west-1,ami-d6bbd9f5
ubuntu,us-west-1,ami-a88de2c8
ubuntu,us-west-2,ami-b4a2b5d5
